application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
23893,45,Female,Bachelor,Single,2,Salaried,1.0,Professional,92546.38,7712.2,680,1,3033.03,1.0,1,0,5491.29,48,Medical,20.64,0.033,0.059,168.98,0.022,93517.96,Condo,18.4,96.47,4096.63,0
23894,42,Female,High School,Single,1,Contract,1.7,Technician,52553.93,4379.49,613,1,7068.81,,0,0,19656.69,48,Debt Consolidation,13.3,0.135,0.374,530.27,0.121,,Condo,4.4,1900.24,2323.67,0
23895,38,Male,Bachelor,Single,0,Salaried,1.7,Clerical,52603.56,4383.63,664,1,2320.77,1.0,0,0,5000.0,60,Home Improvement,18.94,0.044,0.095,129.54,0.03,64508.77,House,5.2,6638.09,5991.3,0
23896,27,Male,Bachelor,Married,1,Unemployed,1.5,Clerical,116792.2,9732.68,638,3,22408.45,1.0,1,0,17848.18,24,Education,7.74,0.192,0.153,805.11,0.083,238132.51,House,11.7,392.79,773.36,0
23897,54,Male,High School,Single,1,Self-Employed,2.7,Other,156658.89,13054.91,729,1,2609.1,9.2,1,2,13226.67,24,Home Improvement,24.38,0.017,0.084,701.82,0.054,118739.44,Condo,5.4,,4423.62,0
23898,21,Female,High School,Married,0,Self-Employed,2.0,Other,67070.3,5589.19,702,0,902.55,1.0,0,0,15041.01,48,Debt Consolidation,9.47,0.013,0.224,377.66,0.068,82917.39,Apartment,0.8,1339.79,90.18,0
23899,34,Male,Bachelor,Married,0,Contract,4.8,Professional,39377.32,3281.44,729,3,10154.3,2.0,1,1,11270.93,24,Debt Consolidation,24.62,0.258,0.286,599.4,0.183,149063.84,Condo,12.0,34.31,632.08,1
23900,45,Male,Bachelor,Married,1,Contract,12.2,Sales,20000.0,1666.67,690,1,1266.59,9.7,0,0,17486.84,12,Education,17.93,0.063,0.874,1602.61,0.962,191220.97,House,16.4,2658.07,37566.09,0
23901,42,Male,PhD,Married,0,Salaried,,Sales,145738.16,12144.85,654,2,200000.0,5.4,0,0,6845.33,36,Home Improvement,6.09,1.372,0.047,208.53,0.017,289077.27,House,21.5,10872.55,6383.84,0
23902,49,Female,Master,Single,0,Salaried,2.7,Other,88923.11,7410.26,720,3,3265.51,8.6,2,0,16442.01,36,Medical,9.12,0.037,0.185,523.77,0.071,144532.01,None,8.5,566.37,246.64,0
23903,38,Male,Bachelor,Single,0,Salaried,11.1,Other,84767.25,7063.94,707,1,2887.1,2.7,0,0,14173.39,24,Education,9.25,0.034,0.167,649.13,0.092,151962.88,House,3.8,1219.81,426.71,0
23904,50,M,Bachelor,Divorced,0,Self-Employed,2.3,Sales,287443.77,23953.65,640,1,14039.9,1.2,0,3,51514.65,24,Business,5.86,0.049,0.179,2279.91,0.095,207392.99,Condo,2.7,1522.47,1151.47,0
23905,32,Other,High School,Married,1,Unemployed,4.7,Sales,20000.0,1666.67,732,1,536.49,,1,0,5000.0,36,Education,14.76,0.027,0.25,172.74,0.104,103720.16,House,0.9,1680.05,14148.47,0
23906,56,Male,High School,Married,0,Salaried,3.5,Manager,37935.41,3161.28,723,2,15399.09,1.0,3,0,9604.45,12,Other,14.81,0.406,0.253,866.02,0.274,388029.98,House,5.4,2260.9,947.79,0
23907,54,F,bachelor,Married,0,Salaried,0.4,Manager,36593.78,3049.48,641,1,44467.63,,0,0,95983.91,48,Business,18.26,1.215,2.0,2832.58,0.929,172972.47,Condo,7.1,1286.12,157.49,0
23908,37,Female,Bachelor,Married,2,Self-Employed,11.0,Sales,74906.52,6242.21,614,0,8343.27,30.0,1,1,59549.96,24,Home Improvement,12.09,0.111,0.795,2805.73,0.449,139651.9,Apartment,3.7,28359.52,4022.18,0
23909,35,Female,High School,Single,0,Salaried,,Professional,73846.49,6153.87,602,0,129332.83,30.0,1,0,59404.5,48,Other,16.09,1.751,0.804,1686.28,0.274,234567.02,Apartment,15.1,45.17,245.17,1
23910,49,Male,High School,Single,5,Salaried,2.4,Service,41661.09,3471.76,713,1,5372.28,9.8,1,1,64332.46,12,Home Improvement,16.74,0.129,1.544,5859.49,1.0,448992.11,House,,180.95,478.62,0
23911,31,Male,Bachelor,Married,1,Self-Employed,,Other,28650.22,2387.52,710,0,4370.96,9.3,2,0,35000.92,48,Other,17.03,0.153,1.222,1010.5,0.423,143427.97,house,15.1,595.33,406.68,0
23912,43,M,Bachelor,Single,0,Salaried,2.3,Sales,52987.43,4415.62,638,0,924.12,,1,1,40091.88,24,Education,20.97,0.017,0.757,2059.56,0.466,189659.96,house,1.5,701.98,1921.39,1
23913,48,Female,Bachelor,Married,0,Salaried,,Manager,20000.0,1666.67,601,3,15371.17,6.6,0,0,10808.92,48,Business,6.86,0.769,0.54,258.13,0.155,122102.65,Condo,1.0,12887.46,2741.35,1
23914,46,Other,Bachelor,Married,2,Salaried,6.4,Manager,27427.23,2285.6,699,0,9246.64,5.8,0,0,12467.9,36,Debt Consolidation,5.11,0.337,0.455,374.29,0.164,222750.5,House,2.6,44060.19,203.55,0
23915,52,Female,Bachelor,Married,1,Salaried,10.5,Other,111118.63,9259.89,710,0,25598.71,14.1,0,2,57934.11,24,Debt Consolidation,20.04,0.23,0.521,2949.74,0.319,92147.5,Apartment,5.2,3603.3,757.51,0
23916,39,Female,bachelor,Married,2,Salaried,5.5,Other,66284.17,5523.68,670,0,4630.03,1.6,1,0,34776.34,24,Home Improvement,20.82,0.07,0.525,1783.93,0.323,120318.15,Apartment,2.8,542.14,1457.67,0
23917,32,Female,Bachelor,Married,3,Salaried,,Service,69269.49,5772.46,737,2,16731.47,15.8,1,1,22799.25,24,Debt Consolidation,23.99,0.242,0.329,1205.31,0.209,149566.57,Apartment,0.2,14478.44,130.18,0
23918,29,Male,Bachelor,Married,1,Salaried,1.3,Professional,20000.0,1666.67,622,1,5262.15,3.4,1,1,9466.45,60,Debt Consolidation,21.53,0.263,0.473,258.93,0.155,444167.82,Condo,1.5,19577.14,3664.17,0
23919,25,Male,Bachelor,Married,2,Salaried,2.3,Professional,20000.0,1666.67,713,1,20394.35,30.0,2,0,21245.88,24,Debt Consolidation,15.33,1.02,1.062,1033.48,0.62,181012.12,Apartment,9.4,48151.81,347.34,0
23920,53,Female,High School,Single,1,Self-Employed,8.2,Professional,45798.69,3816.56,657,2,2763.06,13.6,2,0,18795.7,36,Business,16.18,0.06,0.41,662.47,0.174,89907.21,Condo,4.6,676.79,144.51,0
23921,23,M,Master,Divorced,1,Salaried,,Technician,22283.19,1856.93,692,0,6630.46,7.2,1,0,7385.03,12,Debt Consolidation,10.3,0.298,0.331,650.29,0.35,137489.19,House,7.7,486.86,2485.88,0
23922,45,F,High School,Single,1,Salaried,1.9,Clerical,35589.49,2965.79,708,2,4248.36,1.0,0,1,25267.91,24,Debt Consolidation,7.96,0.119,0.71,1142.34,0.385,559729.63,Condo,1.5,,296.65,0
23923,55,F,High School,Single,0,Salaried,5.9,Technician,96002.04,8000.17,741,2,33675.71,6.0,1,0,60171.32,36,Home Improvement,15.83,0.351,0.627,2110.4,0.264,86511.94,house,1.4,2899.48,505.15,0
23924,31,Male,High School,Married,1,Unemployed,,Technician,261361.54,21780.13,797,3,7959.87,13.5,0,0,8587.43,48,Education,9.39,0.03,0.033,215.29,0.01,70206.36,Apartment,,,1382.6,0
23925,52,Female,High School,Married,0,Salaried,3.7,Other,34950.41,2912.53,715,2,7507.54,17.9,0,0,30066.65,36,Medical,19.33,0.215,0.86,1107.15,0.38,166365.91,House,0.5,53499.17,5267.48,0
23926,32,M,Master,Divorced,1,Salaried,1.9,Manager,52558.34,4379.86,635,0,328.39,13.8,2,0,8283.03,24,Home Improvement,20.49,0.006,0.158,423.56,0.097,187133.12,Condo,8.0,6818.13,3169.68,0
23927,41,Male,Bachelor,Married,1,Salaried,0.1,Service,56533.61,4711.13,546,0,17380.93,6.7,0,1,5000.0,36,Debt Consolidation,16.95,0.307,0.088,178.14,0.038,240179.92,Apartment,2.0,29.28,619.21,1
23928,58,Male,Bachelor,Divorced,0,Salaried,1.7,Manager,58378.19,4864.85,547,1,6860.75,7.2,1,0,100000.0,36,Education,22.73,0.118,1.713,3856.91,0.793,322308.4,House,0.2,200.16,578.79,0
23929,23,F,Master,Married,3,Salaried,9.4,Manager,38869.84,3239.15,681,3,20584.68,14.6,0,0,5000.0,24,Home Improvement,15.29,0.53,0.129,243.12,0.075,258992.63,House,0.5,3012.22,196.98,0
23930,45,Other,Bachelor,Married,0,Contract,0.6,Manager,69411.03,5784.25,634,2,14012.76,2.5,0,0,37339.89,36,Education,20.39,0.202,0.538,1395.12,0.241,53546.19,None,0.7,3758.38,4028.96,0
23931,25,Male,bachelor,Single,1,Unemployed,2.5,Technician,60979.28,5081.61,607,3,777.87,10.4,0,0,34100.14,24,Debt Consolidation,22.75,0.013,0.559,1781.71,0.351,87025.47,Condo,13.9,347.07,9379.17,0
23932,42,Male,Bachelor,Single,0,Self-Employed,7.0,Other,82461.35,6871.78,762,2,1649.77,5.8,0,1,15554.2,36,Education,10.84,0.02,0.189,508.05,0.074,,house,6.9,6805.43,1502.94,0
23933,32,Female,High School,Married,2,Salaried,7.4,Technician,41032.05,3419.34,523,0,989.94,9.6,1,1,32534.9,24,Debt Consolidation,22.32,0.024,0.793,1693.0,0.495,128831.57,house,0.9,44116.12,371.61,0
23934,21,Male,Bachelor,Single,3,Salaried,4.0,Other,24152.33,2012.69,537,1,24198.55,,1,1,8540.41,48,Business,19.01,1.002,0.354,255.4,0.127,,Apartment,10.1,1182.31,33.64,1
23935,53,Female,masters,Divorced,0,Unemployed,6.7,Service,101737.68,8478.14,600,2,4912.15,1.0,0,0,16051.95,36,Home Improvement,8.59,0.048,0.158,507.39,0.06,246555.07,House,4.1,1338.26,12154.1,0
23936,49,F,Bachelor,Married,1,Unemployed,0.9,Sales,33968.04,2830.67,746,2,14555.86,,1,0,12022.61,48,Medical,12.38,0.429,0.354,318.85,0.113,233148.38,House,,14415.6,1427.41,0
23937,44,Female,High School,Single,3,Salaried,,Technician,156018.47,13001.54,729,3,184390.96683792616,8.5,1,0,99221.96,48,Business,13.12,0.003,0.636,2667.79,0.205,153097.84,Apartment,19.4,10764.0,2067.64,0
23938,58,F,Bachelor,Divorced,3,Salaried,2.9,Technician,24403.4,2033.62,551,1,25598.35,2.6,2,0,12091.51,36,Medical,24.92,1.049,0.495,480.24,0.236,,Condo,3.6,5000.77,316.63,0
23939,50,Female,bachelor,married,5,Salaried,1.6,Professional,20000.0,1666.67,708,3,7294.3,1.0,0,0,24799.87,60,Debt Consolidation,9.39,0.365,1.24,519.51,0.312,123711.78,Apartment,0.4,79.94,359.0,0
23940,28,Other,Master,Married,2,Salaried,2.0,Sales,50388.29,4199.02,658,0,12448.49,1.0,1,0,14845.04,36,Home Improvement,18.54,0.247,0.295,540.71,0.129,98257.3,House,1.1,,841.28,0
23941,38,Male,Master,Married,1,Salaried,2.2,Professional,53131.71,4427.64,603,1,64386.61,4.9,2,0,10184.11,24,Medical,12.52,1.212,0.192,481.88,0.109,87587.15,Apartment,,13947.43,1435.1,0
23942,42,Male,Bachelor,Single,1,Salaried,,Manager,20069.38,1672.45,684,2,45097.02,3.5,1,0,12918.86,36,Debt Consolidation,10.77,2.0,0.644,421.54,0.252,146146.03,House,5.7,1178.98,1023.09,0
23943,26,Male,Bachelor,Married,0,Self-Employed,1.8,Professional,20000.0,1666.67,629,1,6621.35,15.3,3,0,37442.68,12,Other,10.68,0.331,1.872,3303.66,1.0,191603.24,Apartment,5.1,2903.55,2054.2,0
23944,49,Female,High School,married,2,Salaried,,Clerical,104046.44,8670.54,750,2,21358.22,9.8,2,0,11330.48,48,Education,15.05,0.205,0.109,315.62,0.036,265045.81,Condo,0.2,5326.44,6978.29,1
23945,49,Male,bachelor,Married,1,Salaried,,Other,51673.6,4306.13,712,4,5070.96,2.5,1,0,203559.7868687564,36,Medical,11.81,0.098,0.371,634.95,0.147,70667.77,House,3.5,7500.25,208.21,0
23946,48,Male,Bachelor,Single,2,Contract,0.6,Sales,20000.0,1666.67,682,0,10021.82,1.4,0,0,17778.57,36,Medical,13.31,0.501,0.889,601.69,0.361,303226.16,House,5.6,5318.48,1361.09,0
23947,40,Male,Bachelor,Single,1,Salaried,5.9,Other,20000.0,1666.67,618,2,6814.94,21.0,0,0,28366.42,36,Education,6.96,0.341,1.418,875.35,0.525,193353.46,None,,,2907.14,0
23948,33,Male,Bachelor,Single,0,Salaried,5.2,Professional,46821.04,3901.75,618,4,78118.06,1.0,0,0,7721.54,36,Business,15.11,1.668,0.165,268.09,0.069,,House,,49.9,1698.06,0
23949,43,Male,High School,Married,3,Salaried,0.9,Manager,25307.91,2108.99,703,1,2689.94,13.5,2,2,5000.0,36,Other,17.35,0.106,0.198,179.14,0.085,244032.02,Condo,0.1,29297.15,599.58,1
23950,21,Female,Bachelor,Single,2,Salaried,0.4,Clerical,27830.05,2319.17,649,2,24038.76,7.8,0,0,39985.05,36,Home Improvement,22.19,0.864,1.437,1530.98,0.66,140277.07,Apartment,9.4,,471.13,1
23951,42,Female,Bachelor,single,1,Self-Employed,2.3,Technician,20000.0,1666.67,687,1,1333.1,6.9,1,0,45995.4,36,Education,8.42,0.067,2.0,1450.26,0.87,68458.51,Apartment,10.9,17622.04,1246.14,0
23952,51,Female,Bachelor,Single,1,Self-Employed,1.0,Clerical,53674.33,4472.86,797,3,7758.42,14.9,1,0,18678.54,36,Debt Consolidation,19.31,0.145,0.348,687.61,0.154,219558.48,Apartment,7.2,185.71,29660.06,0
23953,51,Female,bachelor,Single,0,Salaried,3.5,Other,20000.0,1666.67,745,0,310800.64195201785,28.6,1,1,26338.52,48,Debt Consolidation,8.36,0.411,1.317,647.46,0.388,67941.23,House,,,590.41,0
23954,37,Female,Bachelor,Single,0,Unemployed,,Technician,80933.22,6744.44,725,0,1627.21,10.9,2,3,16581.51,24,Medical,16.3,0.02,0.205,814.26,0.121,186145.92,None,2.5,19733.77,381.53,1
23955,21,Other,Master,Divorced,1,Unemployed,8.9,Service,46246.63,3853.89,562,0,2287.9,4.4,1,1,12220.75,48,Home Improvement,11.91,0.049,0.264,321.28,0.083,104735.62,House,0.1,,527.14,0
23956,30,M,High School,Single,0,Unemployed,,Clerical,59106.24,4925.52,656,1,1143.73,2.8,1,0,14672.05,36,Debt Consolidation,18.48,0.019,0.248,533.97,0.108,,Condo,12.5,29538.02,511.03,0
23957,37,Male,bachelor,Single,2,Salaried,9.0,Service,46705.84,3892.15,718,1,7898.42,7.2,1,0,23727.65,24,Medical,10.13,0.169,0.508,1096.33,0.282,190241.83,House,7.3,15527.14,2266.69,0
23958,21,Male,PhD,Married,2,Self-Employed,7.3,Clerical,196510.69,16375.89,710,0,3093.98,4.0,3,0,9836.42,36,Debt Consolidation,17.0,0.016,0.05,350.7,0.021,280278.06,House,,163.27,1197.4,0
23959,33,Male,Bachelor,single,2,Contract,6.4,Technician,20000.0,1666.67,776,5,1430.91,3.4,1,0,50435.51,36,Debt Consolidation,14.94,0.072,2.0,1746.88,1.0,148289.47,None,4.9,6012.35,926.78,0
23960,45,Female,Bachelor,Married,1,Salaried,4.3,Sales,163094.24,13591.19,649,0,54496.12,22.2,2,1,44406.96,24,Business,14.08,0.334,0.272,2133.78,0.157,,Condo,4.4,3775.12,726.77,0
23961,21,Male,Master,Divorced,0,Self-Employed,,Other,29542.67,2461.89,621,2,21166.89,4.8,0,0,29176.82,48,Debt Consolidation,9.06,0.716,0.988,726.9,0.295,243882.86,House,5.2,,2836.18,0
23962,38,Female,Bachelor,Single,0,Contract,2.1,Service,56356.4,4696.37,675,1,200000.0,1.0,1,1,24254.64,36,Debt Consolidation,14.1,2.0,0.43,830.14,0.177,139683.26,House,1.8,88655.52,129.09,1
23963,40,Female,Master,Married,1,Unemployed,10.2,Other,20000.0,1666.67,673,0,18240.38,14.3,2,0,21944.92,24,Debt Consolidation,13.18,0.912,1.097,1045.16,0.627,199036.49,House,1.4,6664.04,2061.46,1
23964,25,Male,High School,Divorced,1,Salaried,1.4,Technician,147512.47,12292.71,711,1,11204.84,11.1,2,1,27651.58,12,Business,12.6,0.076,0.187,2464.58,0.2,230660.66,House,,5194.81,41932.61,0
23965,37,Male,Master,Married,5,Self-Employed,2.4,Technician,26327.79,2193.98,722,1,1793.07,28.6,1,0,29247.08,12,Medical,13.61,0.068,1.111,2620.65,1.0,96674.04,Condo,7.1,420.91,925.07,0
23966,35,Female,Bachelor,Single,1,Salaried,0.1,Service,488289.46,40690.79,718,2,22885.68,21.2,2,0,40120.28,24,Business,11.12,0.047,0.082,1872.16,0.046,126978.63,House,0.1,177.94,343.02,0
23967,54,Female,Bachelor,Married,3,Self-Employed,,Professional,96565.77,8047.15,621,0,11418.97,2.5,1,0,60644.02,36,Debt Consolidation,6.83,0.118,0.628,1867.8,0.232,115755.92,House,6.9,,100.76,1
23968,37,Male,Master,Married,1,Contract,1.4,Manager,90833.04,7569.42,671,4,23039.67,30.0,2,0,5000.0,12,Debt Consolidation,11.54,0.254,0.055,443.17,0.059,152120.37,House,11.9,127.4,259.84,0
23969,27,Female,Bachelor,Married,1,Salaried,10.4,Technician,75935.82,6327.98,686,3,16130.53,7.0,1,0,23898.14,48,Medical,18.06,0.212,0.315,702.76,0.111,,Apartment,4.9,5293.25,78.78,0
23970,28,Male,Bachelor,Single,0,Salaried,4.7,Service,195511.5,16292.62,605,2,28492.57,3.1,1,0,16018.31,24,Education,14.48,0.146,0.082,772.72,0.047,383000.99,Condo,1.6,7532.63,1887.14,0
23971,49,Female,bachelor,Divorced,0,Self-Employed,1.6,Other,80085.9,6673.82,657,5,824.13,22.4,3,2,14460.85,36,Education,10.43,0.01,0.181,469.54,0.07,252964.83,Apartment,0.3,1221.63,10761.51,0
23972,41,Male,High School,Married,2,Salaried,21.4,Professional,32265.5,2688.79,677,0,2834.36,,0,0,18798.77,36,Home Improvement,6.4,0.088,0.583,575.31,0.214,157665.71,Apartment,3.1,58.89,1707.71,0
23973,48,Male,Bachelor,Married,0,Contract,2.4,Sales,26314.92,2192.91,755,1,2782.13,3.2,0,0,7151.39,36,Medical,10.81,0.106,0.272,233.48,0.106,199102.64,House,7.5,219.59,137.98,0
23974,48,Male,High School,Married,0,Salaried,10.6,Service,78845.9,6570.49,675,1,5083.56,1.0,1,0,71075.64,36,Debt Consolidation,14.9,0.064,0.901,2460.38,0.374,84905.82,House,,27.36,2439.74,0
23975,39,Other,PhD,Single,1,Unemployed,3.5,Professional,64896.07,5408.01,633,2,2231.83,2.8,2,1,73519.0,60,Business,9.46,0.034,1.133,1542.6,0.285,,Condo,1.1,7372.47,288.52,0
23976,23,M,High School,Divorced,1,Salaried,5.2,Other,217653.28,18137.77,850,1,11825.36,10.2,1,0,38358.61,36,Business,8.95,0.054,0.176,1218.9,0.067,70628.46,House,,46006.09,13205.45,0
23977,44,Other,High School,Married,3,Salaried,2.5,Professional,36841.12,3070.09,656,2,16877.75,,0,0,6922.74,48,Home Improvement,13.78,0.458,0.188,188.41,0.061,81474.39,House,,15055.25,155.09,0
23978,27,Female,Bachelor,Single,4,Unemployed,5.4,Technician,42693.63,3557.8,704,3,10774.53,9.5,0,0,33756.55,36,Home Improvement,13.2,0.252,0.791,1140.65,0.321,175577.61,Apartment,3.4,2413.99,558.3,0
23979,21,Male,Bachelor,Single,2,Salaried,2.7,Service,174509.01,14542.42,801,1,3156.72,11.1,1,0,16711.7,48,Debt Consolidation,16.67,0.018,0.096,479.37,0.033,97978.33,House,2.0,15591.14,980.32,0
23980,28,Female,High School,Married,1,Self-Employed,10.2,Clerical,30093.73,2507.81,688,4,89748.86,14.2,0,1,99316.74,36,Home Improvement,6.32,2.0,2.0,3035.83,1.0,282117.26,Apartment,18.9,4320.96,16454.75,0
23981,70,Female,Bachelor,married,0,Contract,3.3,Professional,78373.32,6531.11,776,4,1131.55,6.0,1,2,91519.94,36,Home Improvement,20.85,0.014,1.168,3440.98,0.527,,Apartment,12.1,4712.48,225.42,0
23982,24,Other,Bachelor,Married,2,Salaried,4.3,Other,20950.42,1745.87,433,2,19180.23,1.7,0,0,100000.0,36,Debt Consolidation,13.78,0.916,2.0,3407.09,1.0,194916.6,Apartment,12.6,10030.57,1378.16,1
23983,41,Male,Bachelor,Divorced,1,Salaried,7.6,Service,85318.58,7109.88,681,0,36207.52,3.0,1,0,38088.49,60,Debt Consolidation,6.83,0.424,0.446,751.15,0.106,157959.61,House,0.8,,156.66,0
23984,34,Male,High School,Married,1,Salaried,3.0,Service,43120.4,3593.37,809,3,66791.35,10.4,0,0,44868.4,48,Debt Consolidation,12.31,1.549,1.041,1188.4,0.331,101365.56,Condo,1.9,14.85,101.05,1
23985,47,Male,High School,Married,3,Self-Employed,0.5,Manager,50683.79,4223.65,563,0,15893.67,30.0,1,0,14870.61,24,Debt Consolidation,21.83,0.314,0.293,770.21,0.182,492517.11,Apartment,3.8,2196.6,3709.9,1
23986,47,Female,High School,Married,0,Salaried,0.1,Service,146303.59,12191.97,580,0,1880.18,22.6,0,0,17296.16,48,Medical,17.5,0.013,0.118,503.57,0.041,195211.31,None,1.0,100000.0,846.14,0
23987,48,Female,High School,Single,1,Salaried,0.2,Technician,32030.26,2669.19,679,2,1316.33,16.3,0,0,26305.24,36,Home Improvement,10.12,0.041,0.821,850.28,0.319,462008.28,House,14.9,5439.73,1493.61,0
23988,21,Female,bachelor,Single,2,Self-Employed,1.8,Technician,22388.37,1865.7,716,0,14679.02,12.4,2,0,10540.46,36,Home Improvement,16.76,0.656,0.471,374.54,0.201,219998.82,House,,623.48,10259.64,0
23989,36,F,High School,Divorced,0,Salaried,1.7,Other,20000.0,1666.67,820,2,2274.08,1.3,1,0,25944.06,36,Medical,24.0,0.114,1.297,1017.86,0.611,,None,21.1,100000.0,19051.59,0
23990,43,Male,Bachelor,Married,3,Self-Employed,10.6,Technician,28796.09,2399.67,638,1,322338.0176513472,11.9,1,0,39351.92,24,Education,12.9,1.362,1.367,1869.01,0.779,316077.16,Apartment,0.8,965.96,2889.84,0
23991,21,Female,PhD,Married,2,Self-Employed,1.0,Professional,65937.17,5494.76,682,1,7153.52,1.0,1,1,24485.99,48,Home Improvement,5.46,0.108,0.371,569.01,0.104,176711.21,Apartment,,941.36,358.13,0
23992,36,Female,Bachelor,Married,1,Salaried,7.1,Technician,44513.31,3709.44,739,5,5322.68,6.0,4,0,6466.29,36,Debt Consolidation,24.36,0.12,0.145,254.91,0.069,175049.04,House,5.8,74153.89,99.8,0
23993,41,Male,Master,Married,3,Salaried,0.7,Clerical,23316.77,1943.06,684,1,4141.67,30.0,0,0,15895.97,36,Business,11.66,0.178,0.682,525.4,0.27,302854.61,Apartment,5.2,2762.24,1632.52,0
23994,44,Female,High School,Married,5,Salaried,6.1,Technician,80741.17,6728.43,544,3,10259.04,4.8,1,0,32433.85,24,Other,20.65,0.127,0.402,1661.06,0.247,,None,4.0,3778.83,949.37,0
23995,54,Female,Bachelor,Single,1,Self-Employed,0.2,Service,115851.1,9654.26,573,2,38686.53,1.0,1,0,22596.49,36,Business,21.22,0.334,0.195,853.88,0.088,249309.7,Apartment,4.6,100000.0,61.63,0
23996,38,M,masters,Single,1,Salaried,5.0,Other,21589.17,1799.1,561,1,14389.31,9.5,3,1,21259.62,36,Business,12.28,0.667,0.985,708.97,0.394,161185.55,Apartment,9.3,132.25,1101.2,0
23997,44,Female,PhD,Married,2,Self-Employed,0.1,Professional,30430.94,2535.91,619,1,7332.62,2.6,4,0,18276.99,36,Business,5.36,0.241,0.601,550.74,0.217,50000.0,House,,32490.79,226.11,0
23998,38,Female,High School,Single,2,Self-Employed,3.3,Service,20000.0,1666.67,657,5,6919.17,1.0,1,1,42353.78,36,Other,21.28,0.346,2.0,1601.78,0.961,255776.73,house,4.7,413.04,357.56,0
23999,33,Male,Master,Single,1,Salaried,18.5,Professional,23225.35,1935.45,705,5,666.2,1.1,1,0,24376.07,48,Medical,24.04,0.029,1.05,795.24,0.411,129509.12,Apartment,2.1,,1668.24,1
24000,38,Male,High School,Single,0,Salaried,13.8,Technician,20440.99,1703.42,762,2,3528.2,6.1,1,0,27263.2,48,Debt Consolidation,19.17,0.173,1.334,817.62,0.48,137630.7,Condo,1.7,5264.98,9518.3,0
24001,36,Female,Bachelor,Married,0,Salaried,0.5,Other,39417.79,3284.82,746,3,4156.84,30.0,1,2,32156.6,48,Education,21.18,0.105,0.816,998.87,0.304,85572.47,None,2.3,2477.26,2372.98,1
24002,40,Female,High School,Married,1,Self-Employed,8.8,Service,57102.94,4758.58,833,1,7772.82,,1,0,53074.31,36,Debt Consolidation,9.17,0.136,0.929,1691.95,0.356,265138.5,Condo,,12815.96,83.19,0
24003,40,Male,High School,Divorced,1,Self-Employed,10.7,Professional,20000.0,1666.67,787,3,8861.38,15.1,0,1,9036.42,48,Medical,10.3,0.443,0.452,230.49,0.138,125988.79,House,4.3,392.76,53.64,0
24004,30,F,Bachelor,Married,2,Self-Employed,15.1,Technician,32004.67,2667.06,645,1,4712.99,1.0,2,0,24574.11,24,Debt Consolidation,24.97,0.147,0.768,1311.19,0.492,110109.41,Condo,3.7,1477.29,135.41,0
24005,35,Male,Master,Single,0,Salaried,6.0,Professional,192278.88,16023.24,643,3,5628.65,3.4,0,0,19938.43,24,Medical,14.92,0.029,0.104,965.99,0.06,129769.54,Condo,4.9,,5338.51,0
24006,34,Female,Master,Married,0,Self-Employed,7.7,Sales,91481.85,7623.49,651,1,4772.23,6.8,0,0,15490.14,36,Other,9.41,0.052,0.169,495.54,0.065,126413.94,House,,24473.31,538.9,0
24007,45,Female,Bachelor,Married,2,Salaried,4.2,Other,106994.96,8916.25,628,2,4294.26,9.1,1,0,5000.0,36,Debt Consolidation,6.95,0.04,0.047,154.27,0.017,281834.98,Apartment,,9384.08,161.27,0
24008,63,Male,Master,Divorced,2,Salaried,0.0,Other,20000.0,1666.67,688,0,20003.83,7.8,1,0,5278.74,24,Debt Consolidation,19.97,1.0,0.264,268.59,0.161,101805.87,Condo,6.1,54020.58,1160.4,0
24009,47,Male,Master,Married,0,Unemployed,0.5,Other,64942.56,5411.88,655,2,3652.86,7.6,1,0,7415.15,60,Debt Consolidation,13.58,0.056,0.114,170.93,0.032,203291.07,Apartment,16.7,1712.26,597.41,0
24010,40,Male,High School,Married,0,Self-Employed,6.4,Technician,90782.63,7565.22,850,1,2396.46,30.0,2,0,24525.21,48,Home Improvement,7.08,0.026,0.27,588.2,0.078,136281.15,Condo,2.9,105.83,553.47,0
24011,29,Male,Bachelor,Divorced,0,Self-Employed,3.4,Sales,62414.35,5201.2,735,2,8048.79,1.0,1,2,5000.0,48,Debt Consolidation,23.1,0.129,0.08,160.53,0.031,149223.82,House,4.0,59429.02,15046.92,0
24012,43,Female,High School,Single,0,Contract,8.2,Clerical,56138.01,4678.17,576,3,12037.69,1.0,0,0,37688.0,36,Business,21.16,0.214,0.671,1423.0,0.304,59079.3,Apartment,6.3,735.34,491.25,0
24013,26,Female,Master,Single,1,Salaried,2.6,Manager,27756.6,2313.05,525,1,60521.17,4.6,3,0,9240.61,48,Debt Consolidation,22.33,2.0,0.333,292.79,0.127,168930.43,House,3.9,185.1,541.88,0
24014,21,Female,Bachelor,Married,0,Salaried,3.9,Service,79207.54,6600.63,677,1,2711.77,,0,2,39839.72,36,Medical,5.24,0.034,0.503,1198.33,0.182,370936.62,House,30.0,958.61,2926.69,0
