property_id,neighborhood,zip_code,distance_to_downtown_km,distance_to_school_km,distance_to_metro_km,property_type,year_built,property_age,lot_size_sqft,living_area_sqft,num_bedrooms,num_bathrooms,num_floors,num_rooms,overall_quality,overall_condition,has_garage,garage_size_cars,has_basement,basement_sqft,has_pool,has_fireplace,num_fireplaces,central_air,heating_type,roof_style,exterior_material,years_since_remodel,kitchen_quality,months_since_last_sale,sale_season,sale_type,school_rating,crime_rate_per_1000,sale_price
31759,Suburb_West,10013,8.7,2.6,9.0,Condo,2008.0,16,15772,1726,4,1.0,1,6,7,6,0,0.0,1,661.0,0,0,0,Yes,Electric,Hip,Brick,2.0,Average,31,Spring,Normal,,5.6,180494.88
31760,Suburb_South,10008,1.4,2.1,3.8,Single Family,1968.0,56,13412,2152,3,2.0,2,5,5,4,1,2.0,0,0.0,0,0,0,No,Electric,Flat,Brick,4.0,Fair,167,Winter,Foreclosure,6.6,7.0,96565.19
31761,Suburb_North,10005,9.4,4.7,4.5,Single Family,1954.0,70,10284,2824,2,2.5,1,3,4,6,1,2.0,1,1763.0,1,1,1,Yes,Electric,Flat,Brick,,Average,25,Summer,Normal,5.0,4.1,149623.87
31762,Suburb_West,10014,10.6,2.0,7.8,Townhouse,1974.0,50,8330,1609,4,2.5,2,6,6,5,1,1.0,1,1182.0,0,0,0,yes,Gas,Gable,Wood,5.0,Poor,10,Winter,Short Sale,6.9,6.3,101953.0
31763,Rural,10003,6.1,3.1,10.9,Condo,1950.0,74,2086,1716,3,3.0,1,5,9,6,1,1.0,1,91.0,0,0,0,No,Electric,Gable,Wood,8.0,Excellent,239,Winter,Normal,9.0,13.7,120101.22
31764,Suburb_South,10019,50.0,6.1,13.2,Townhouse,,47,6955,7302,2,2.0,2,4,6,6,1,0.0,1,519.0,0,0,0,Yes,Oil,Gable,Vinyl,12.0,Excellent,92,Fall,Normal,6.4,11.9,122677.27
31765,Suburb_North,10002,20.9,6.6,3.7,Single Family,2004.0,20,15302,3847,4,1.5,1,5,8,5,1,2.0,1,1248.0,0,0,0,yes,Gas,Gable,Brick,4.0,Average,119,Fall,Normal,6.9,4.6,425361.2
31766,Suburb_East,10002,6.8,2.3,9.4,Condo,1979.0,45,5981,1911,3,2.5,2,5,9,7,1,,1,1182.0,1,0,0,Yes,Gas,Gable,Vinyl,2.0,Fair,149,Summer,Short Sale,7.2,9.2,225334.79
31767,Suburb_West,10007,1.3,3.6,10.7,Townhouse,,52,2595,1009,4,2.0,3,6,5,6,0,,1,99.0,0,0,0,Yes,Electric,Gable,Stucco,1.0,Good,8,Summer,Normal,7.5,3.2,56691.65
31768,Suburb_South,10013,12.1,8.6,4.4,Townhouse,1983.0,41,5913,1992,4,2.0,2,5,6,7,1,2.0,1,797.0,0,0,0,Yes,Electric,Mansard,Wood,7.0,Excellent,143,Summer,Foreclosure,5.6,2.1,274880.29
31769,Suburb_South,10014,19.9,4.0,5.5,Single Family,1945.0,79,13652,2090,4,2.5,2,5,8,7,1,0.0,1,,0,0,0,Yes,Electric,Gable,Stucco,11.0,Good,12,Spring,Normal,9.0,5.7,184168.58
31770,Suburb_West,10007,5.7,3.2,1.8,Single Family,1990.0,34,9502,2132,3,2.0,2,6,1,7,1,2.0,0,0.0,0,1,1,Yes,Gas,Gable,Vinyl,9.0,Average,7,Winter,Normal,4.1,2.6,37888.36
31771,Suburb_North,10010,5.9,3.0,16.2,Condo,1994.0,30,14304,1020,5,2.0,2,6,9,6,0,0.0,1,625.0,0,0,0,Yes,Electric,Gable,Vinyl,6.0,Good,121,Winter,New,8.1,16.4,177686.14
31772,Suburb_West,10016,1.6,2.0,1.4,Multi-family,1948.0,76,10714,3347,6,2.0,1,9,9,7,1,1.0,1,2111.0,0,0,0,Yes,Electric,Hip,Stone,15.0,Excellent,133,Fall,Normal,7.0,5.5,437722.04
31773,Suburb_East,10014,11.7,5.5,8.0,Multi-family,1988.0,36,12852,2563,3,1.5,2,5,5,6,1,0.0,0,0.0,0,1,1,Yes,Electric,Hip,Brick,1.0,Excellent,82,Winter,Normal,8.7,7.2,173991.53
31774,suburban,10012,6.4,3.3,3.0,single family,1996.0,28,10955,1517,3,3.0,2,4,2,8,0,0.0,1,30.0,0,1,2,Yes,Electric,Gable,Stucco,22.0,Fair,4,Winter,Normal,,4.5,58935.77
31775,Suburb_East,10006,6.1,2.4,3.3,Single Family,2006.0,18,3751,1962,2,4.0,2,5,5,6,1,,0,0.0,0,1,3,Yes,Electric,Gable,Vinyl,39.0,Good,94,Winter,Normal,6.9,4.3,128201.95
31776,Suburb_East,10007,3.3,1.8,7.9,Townhouse,1986.0,38,8227,1538,3,2.0,1,5,8,7,1,2.0,1,20.0,0,1,1,Yes,Gas,Gable,Vinyl,13.0,Average,10,Spring,Foreclosure,7.5,1.8,233498.0
31777,Suburb_South,10019,4.7,2.5,7.5,Single Family,2005.0,19,2391,1227,3,3.0,1,6,5,7,0,0.0,0,0.0,0,0,0,Yes,Electric,Gable,Wood,15.0,Average,127,Fall,Normal,9.5,0.7,140917.52
31778,Suburb_South,10003,7.6,1.2,2.6,Single Family,,30,17624,1757,6,1.0,1,9,5,8,1,0.0,0,0.0,0,0,0,Yes,Gas,Hip,Wood,5.0,Good,71,Spring,New,7.0,3.4,226200.32
31779,Suburb_East,10007,20.0,4.4,4.2,Single Family,1979.0,45,9335,1316,4,2.0,2,6,6,6,0,,1,0.0,0,0,0,Yes,Gas,Gable,Vinyl,2.0,Good,9,Summer,Normal,4.7,2.5,111348.86
31780,Downtown,10018,40.3,2.3,4.2,Townhouse,2009.0,15,17631,1763,5,1.0,2,6,9,5,1,1.0,1,784.0,0,0,0,Yes,Gas,Gable,Vinyl,7.0,Good,11,Fall,Short Sale,7.2,3.8,199343.09
31781,downtown,10019,2.8,2.4,3.0,Condo,2015.0,9,9170,2065,5,1.5,1,6,6,7,1,2.0,1,723.0,0,0,0,Yes,Electric,Mansard,Vinyl,21.0,Fair,74,Spring,Normal,4.5,6.5,313807.11
31782,Suburb_South,10011,23.1,5.4,9.6,Single Family,1977.0,47,9672,7807,3,1.5,1,4,10,9,1,0.0,0,0.0,0,0,0,Yes,Oil,Gable,Vinyl,,Average,1,Spring,Normal,6.3,1.1,281925.37
31783,Downtown,10010,10.4,8.5,6.1,Condo,1948.0,76,31884,1913,3,2.0,2,4,6,6,1,1.0,0,0.0,0,0,0,Yes,Oil,Hip,Vinyl,50.0,Fair,55,Winter,Normal,4.7,2.4,99770.21
31784,Suburb_East,10013,7.8,1.4,18.1,Condo,1973.0,51,15697,895,2,2.0,1,4,7,6,1,1.0,0,0.0,0,0,0,Yes,Gas,Flat,Stucco,2.0,Fair,8,Fall,Normal,7.7,4.0,91389.39
31785,Suburb_West,10017,7.8,7.4,1.7,Single Family,1988.0,36,4078,1136,4,3.5,2,7,7,7,1,,1,158.0,0,1,1,No,Gas,Mansard,Brick,9.0,Good,50,Fall,Normal,6.8,7.4,128507.38
31786,Suburb_South,10010,2.8,2.6,3.1,Multi-family,,70,9143,2627,3,2.0,2,6,4,10,0,,0,0.0,0,0,0,Yes,Gas,Gable,Vinyl,14.0,Average,20,Spring,Normal,5.2,4.4,152910.55
31787,Suburb_North,10018,3.1,3.8,7.1,Single Family,1967.0,57,14206,3016,3,3.5,2,6,9,4,1,2.0,1,128.0,0,1,1,Yes,Electric,Gable,Brick,2.0,Average,113,Fall,Normal,6.5,3.1,192207.76
31788,Suburb_West,10001,3.8,1.1,2.8,Condo,2023.0,1,14174,1333,4,2.5,2,6,5,6,1,0.0,1,778.0,0,1,3,Yes,Gas,Mansard,Vinyl,39.0,Excellent,13,Spring,Normal,7.8,2.5,166800.06
31789,Suburb_North,10016,9.6,4.5,4.5,Single Family,1937.0,87,15046,2871,3,3.0,1,6,8,7,1,1.0,1,331.0,0,1,2,Yes,Gas,Gable,Stone,50.0,Fair,24,Winter,New,6.0,5.0,318788.68
31790,Suburb_South,10006,10.9,1.9,3.2,Condo,1978.0,46,6324,1103,3,2.0,2,5,5,2,1,1.0,1,715.0,0,0,0,Yes,Electric,Mansard,Wood,8.0,Excellent,32,Winter,Normal,8.3,4.8,33919.5
31791,downtown,10010,6.0,1.1,5.8,Single Family,2012.0,12,14093,2143,5,4.0,1,7,5,7,1,1.0,0,0.0,0,1,1,Yes,Gas,Hip,Stucco,9.0,Good,93,Fall,Normal,7.9,1.8,268646.86
31792,Suburb_East,10009,4.0,1.1,4.2,Single Family,1995.0,29,11866,2521,6,2.0,1,9,4,8,0,,1,,0,0,0,Yes,Gas,Hip,Vinyl,,Average,135,Fall,Normal,7.7,10.7,254499.4
31793,Suburb_East,10006,4.4,3.9,3.2,Single Family,2023.0,1,11289,2685,2,3.0,1,5,5,5,1,1.0,1,464.0,0,0,0,Yes,Gas,Gable,Wood,2.0,Excellent,8,Fall,Normal,8.3,2.0,250704.76
31794,Suburb_West,10009,12.9,2.5,8.0,Single Family,2001.0,23,3198,1640,4,3.0,2,5,9,4,1,1.0,1,534.0,0,0,0,Yes,Gas,Gable,Brick,42.0,Average,12,Winter,Normal,9.2,14.7,242824.13
31795,Downtown,10014,2.9,0.5,2.3,Single Family,2010.0,14,3970,1317,5,1.5,2,7,6,5,0,0.0,1,,0,1,1,Yes,Gas,Mansard,Brick,3.0,Fair,76,Winter,Short Sale,6.7,9.4,160022.28
31796,Suburb_North,10000,13.5,2.1,17.4,Single Family,1949.0,75,8500,1396,2,1.0,1,3,3,5,1,1.0,1,252.0,0,0,0,Yes,Gas,Flat,Vinyl,17.0,Fair,24,Summer,Normal,,0.8,26331.95
31797,Suburb_North,10005,18.0,1.2,2.7,Single Family,2023.0,1,5467,2800,2,3.5,2,4,7,9,1,2.0,1,727.0,0,1,1,Yes,Electric,Gable,Wood,13.0,Good,76,Winter,Short Sale,5.5,4.6,478890.19
31798,Suburb_East,10009,3.1,1.2,3.8,Single Family,2014.0,10,7853,1441,3,2.0,2,4,10,8,1,2.0,1,1092.0,0,1,1,Yes,Gas,Flat,Vinyl,11.0,Fair,12,Spring,Normal,7.5,2.5,331492.34
31799,Downtown,10009,9.3,4.0,22.2,Townhouse,1967.0,57,11068,1682,2,3.0,2,5,6,6,0,0.0,1,1021.0,0,0,0,Yes,Gas,Gable,Brick,1.0,Excellent,3,Fall,Normal,8.9,4.2,182900.24
31800,Suburb_East,10000,11.1,1.7,3.0,Townhouse,1987.0,37,5216,1790,5,2.5,2,6,7,6,1,0.0,0,0.0,0,0,0,No,Gas,Hip,Vinyl,,Fair,92,Fall,Short Sale,7.1,2.5,208342.81
31801,Suburb_South,10012,3.0,3.2,4.5,Multi-family,1952.0,72,13811,1872,4,4.0,2,7,5,6,1,,0,0.0,0,0,0,No,Oil,Gable,Vinyl,14.0,Poor,67,Fall,Normal,,16.6,85217.4
31802,Suburb_East,10006,4.0,1.2,13.8,Condo,1952.0,72,2577,2889,3,2.0,3,5,7,6,1,2.0,1,1230.0,0,1,1,Yes,Gas,Gable,Wood,1.0,Fair,8,Spring,Short Sale,6.7,1.5,222243.71
31803,Suburb_East,10010,12.6,3.1,6.8,Multi-family,,1,4645,1049,2,2.5,1,5,9,9,1,1.0,1,744.0,1,1,1,Yes,Oil,Flat,Vinyl,,Good,240,Winter,Normal,8.6,39.0,301334.3
31804,Suburb_North,10010,8.5,1.7,4.9,Single Family,1951.0,73,11020,9140,2,3.0,2,5,5,6,1,3.0,1,719.0,0,1,2,Yes,Gas,Gable,Brick,4.0,Excellent,41,Fall,Normal,,2.3,65243.71
31805,suburban,10001,10.2,1.6,1.7,Condo,1991.0,33,4494,1163,3,2.5,1,4,6,1,0,0.0,1,638.0,0,0,0,Yes,Electric,Flat,Vinyl,15.0,Average,113,Spring,Normal,6.4,8.8,17476.83
31806,Suburb_North,10003,4.9,3.6,4.9,Condo,,17,20754,1110,4,1.5,3,5,8,5,0,0.0,0,0.0,1,0,0,Yes,Electric,Hip,Vinyl,38.0,Average,67,Fall,Foreclosure,3.2,2.7,151436.73
31807,Downtown,10006,9.0,3.8,3.3,Townhouse,,51,6581,2866,3,2.5,1,5,5,7,1,,0,,0,0,0,Yes,Gas,Mansard,Vinyl,2.0,Excellent,240,Spring,Normal,8.3,13.4,243956.83
31808,Suburb_North,10014,17.0,1.4,2.1,Condo,1940.0,84,13935,2814,5,2.0,1,6,7,5,1,,1,2057.0,0,0,0,Yes,Gas,Mansard,Stucco,,Good,132,Fall,Normal,5.0,22.4,137878.84
31809,Suburb_North,10011,2.5,2.8,9.8,Condo,1973.0,51,10360,877,2,3.0,1,3,10,4,1,0.0,0,0.0,0,0,0,Yes,Electric,Gable,Vinyl,18.0,Good,64,Summer,Normal,8.3,3.8,80219.29
31810,Suburb_South,10016,8.6,0.9,7.8,Townhouse,1964.0,60,6685,1436,3,1.5,1,4,9,10,1,3.0,1,460.0,0,0,0,Yes,Electric,Gable,Brick,25.0,Average,67,Summer,Normal,5.3,4.0,256531.41
31811,Rural,10014,4.5,3.1,3.8,Single Family,1977.0,47,11797,2885,2,1.0,2,4,8,2,1,2.0,1,1828.0,0,1,1,Yes,Electric,Hip,Brick,31.0,Good,70,Fall,Short Sale,9.6,9.6,70955.62
31812,Suburb_West,10003,4.6,1.6,2.7,Townhouse,1977.0,47,7323,1662,3,2.5,2,6,6,7,1,1.0,0,0.0,0,0,0,Yes,Electric,Hip,Stucco,9.0,Fair,81,Summer,Normal,6.9,4.8,166478.78
31813,Downtown,10017,5.9,3.9,5.7,Multi-family,2000.0,24,2808,1381,3,2.0,1,6,5,8,0,0.0,1,611.0,0,0,0,Yes,Electric,Flat,Brick,7.0,Average,51,Fall,Normal,7.5,5.5,181017.1
31814,Suburb_South,10009,6.6,2.3,2.5,Condo,1971.0,53,7418,1735,1,1.5,2,4,2,4,1,0.0,1,722.0,0,0,0,Yes,Oil,Flat,Vinyl,29.0,Average,112,Spring,Short Sale,10.0,7.1,26423.04
31815,Downtown,10012,2.7,4.6,14.1,Single Family,1973.0,51,19060,2368,4,1.5,2,6,8,7,1,,0,0.0,1,1,1,Yes,Electric,Gable,Brick,5.0,Good,124,Spring,Normal,6.2,28.7,284348.87
31816,Suburb_West,10010,8.9,1.7,2.3,single family,1983.0,41,16037,1249,2,1.5,2,4,7,4,1,0.0,1,899.0,0,0,0,Yes,Gas,Hip,Brick,,Excellent,118,Fall,Normal,6.8,2.2,65991.47
31817,Rural,10016,6.8,3.0,8.2,Townhouse,2002.0,22,12532,2514,4,2.5,2,6,7,3,1,0.0,1,180.0,0,0,0,Yes,Gas,Hip,Brick,,Good,11,Winter,Normal,6.0,2.3,137906.4
31818,Suburb_West,10019,1.8,1.2,5.6,Single Family,1971.0,53,14060,918,2,3.5,1,4,1,8,1,0.0,1,,0,1,1,Yes,Gas,Gable,Brick,11.0,Average,118,Summer,Normal,,5.4,17761.71
31819,Suburb_East,10000,7.4,1.6,6.2,Condo,,40,6397,2318,2,2.0,2,3,5,6,1,1.0,0,0.0,0,1,1,Yes,Oil,Gable,Brick,20.0,Average,78,Summer,Normal,,12.3,136206.33
31820,Suburb_West,10006,6.6,4.9,3.6,Single Family,2022.0,2,4956,3154,3,2.0,2,4,7,8,1,2.0,1,965.0,0,0,0,Yes,Gas,Hip,Wood,28.0,Average,15,Fall,Normal,6.8,1.3,506944.75
31821,Suburb_East,10001,20.0,2.4,17.7,Single Family,1985.0,39,4744,3107,4,2.0,1,5,8,7,1,3.0,1,350.0,0,0,0,Yes,Electric,Flat,Vinyl,3.0,Average,26,Summer,Normal,6.8,3.6,449700.1
31822,Rural,10015,15.3,3.0,14.4,Single Family,2003.0,21,7718,1257,3,3.0,1,6,7,5,0,0.0,1,782.0,0,1,1,Yes,Electric,Gable,Stone,12.0,Good,112,Fall,Foreclosure,6.6,5.7,102239.93
31823,Suburb_North,10005,10.0,3.0,9.4,Single Family,1999.0,25,9810,1499,3,3.0,2,5,3,7,1,2.0,0,0.0,0,0,0,Yes,Gas,Flat,Vinyl,5.0,Good,59,Fall,Foreclosure,8.7,6.9,108179.08
31824,Suburb_East,10001,12.6,1.8,14.0,Condo,2023.0,1,17583,2639,3,3.0,1,5,2,5,1,2.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,,Average,192,Fall,Short Sale,9.0,1.4,97415.02
31825,Suburb_South,10005,6.7,5.0,5.4,Townhouse,1966.0,58,8940,1088,4,2.0,2,7,8,6,1,1.0,1,414.0,0,0,0,Yes,Gas,Hip,Vinyl,12.0,Good,1,Winter,Short Sale,6.0,7.3,130476.33
31826,Suburb_West,10003,7.2,7.4,2.5,Townhouse,1967.0,57,18170,1189,1,1.0,2,4,8,3,1,3.0,0,,0,0,0,Yes,Gas,Hip,Stucco,0.0,Good,10,Summer,New,6.1,3.3,53056.63
31827,Suburb_South,10010,2.9,1.0,1.4,Townhouse,2010.0,14,14332,1588,3,2.5,3,5,10,4,1,1.0,1,978.0,0,1,1,Yes,Gas,Gable,Stone,,Excellent,7,Spring,Normal,3.4,0.9,200290.41
31828,Suburb_South,10006,2.0,1.9,3.9,Townhouse,1978.0,46,7653,2659,4,1.0,2,7,3,4,1,1.0,1,1125.0,0,1,1,Yes,Gas,Flat,Vinyl,20.0,Average,133,Spring,Normal,7.1,3.9,67309.98
31829,Suburb_West,10009,4.1,0.9,6.0,Condo,1936.0,88,8514,1602,4,3.0,1,6,7,4,1,2.0,1,,0,0,0,Yes,Gas,Flat,Brick,11.0,Excellent,75,Spring,Normal,7.5,7.3,75072.29
31830,Downtown,10006,4.1,2.0,1.9,Single Family,2005.0,19,54902,1361,4,2.5,1,7,5,2,0,0.0,1,563.0,0,0,0,Yes,Oil,Hip,Vinyl,7.0,Average,14,Summer,Normal,5.0,4.4,51404.71
31831,Downtown,10012,4.2,1.7,5.5,Condo,2023.0,1,7836,1345,3,3.0,1,5,6,7,1,1.0,0,,0,0,0,Yes,Gas,Hip,Brick,,Good,17,Fall,Normal,6.7,4.7,255709.79
31832,Suburb_South,10012,7.9,6.1,6.7,Single Family,2001.0,23,6519,2827,4,1.5,2,5,6,9,1,3.0,0,0.0,0,0,0,Yes,Gas,Hip,Wood,11.0,Average,8,Fall,Short Sale,9.5,3.4,391491.93
31833,Suburb_West,10009,2.7,1.6,2.9,Single Family,2007.0,17,4137,2296,5,3.0,3,6,6,8,0,0.0,1,1462.0,0,0,0,Yes,Gas,Gable,Vinyl,2.0,Good,2,Winter,Normal,9.4,4.8,331471.63
31834,Downtown,10015,7.7,2.4,6.5,Condo,2008.0,16,5375,3068,3,2.0,1,5,7,5,1,2.0,0,0.0,0,0,0,Yes,Gas,Flat,Brick,6.0,Average,79,Fall,Short Sale,7.2,3.3,294179.2
31835,Suburb_East,10016,7.5,4.6,2.2,Townhouse,,33,12148,2436,3,2.0,1,5,7,2,0,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Stucco,8.0,Average,19,Spring,Normal,8.4,3.0,74506.7
31836,Suburb_South,10001,8.1,4.8,6.0,Townhouse,1977.0,47,23305,2951,5,3.0,1,7,6,9,1,2.0,0,0.0,1,0,0,Yes,Gas,Gable,Brick,34.0,Poor,86,Winter,Normal,4.2,4.6,324767.93
31837,Downtown,10002,4.3,3.3,3.6,Single Family,,41,6566,4838,4,1.5,1,6,6,8,1,2.0,1,2738.0,0,0,0,Yes,Gas,Gable,Wood,32.0,Good,1,Spring,Normal,8.9,16.8,642594.01
31838,Suburb_East,10016,14.8,3.6,1.2,Single Family,,57,12473,1333,6,3.0,1,8,6,6,1,3.0,1,671.0,0,0,0,N,Electric,Flat,Brick,10.0,Average,117,Summer,Normal,7.8,3.5,101730.59
31839,Suburb_North,10011,6.4,6.6,6.7,Townhouse,1988.0,36,18022,3857,4,2.0,2,6,10,3,1,2.0,1,1126.0,0,1,2,Yes,Gas,Gable,Stucco,13.0,Poor,15,Summer,Normal,,3.4,391781.44
31840,Suburb_North,10016,7.0,3.3,11.1,Multi-family,1973.0,51,4650,2229,2,2.0,2,3,6,8,0,0.0,1,1671.0,0,0,0,Yes,Electric,Gable,Brick,14.0,Average,5,Spring,Normal,,8.7,233021.7
31841,Suburb_North,10014,20.9,1.6,2.2,Single Family,1979.0,45,2772,3249,4,2.0,1,5,1,7,1,2.0,1,1762.0,0,1,1,Yes,Gas,Gable,Brick,6.0,Excellent,37,Fall,Normal,8.6,0.7,53150.42
31842,Suburb_West,10006,6.1,5.3,8.8,Single Family,1975.0,49,3190,1097,3,4.0,1,4,9,5,0,0.0,0,0.0,0,1,2,Yes,Electric,Gable,Brick,13.0,Good,144,Summer,Short Sale,6.6,2.7,106275.27
31843,Downtown,10000,12.2,9.3,2.5,Townhouse,,29,3669,1647,4,1.5,2,7,5,5,1,1.0,1,805.0,0,0,0,Yes,Gas,Mansard,Brick,32.0,Fair,9,Fall,Foreclosure,8.0,3.1,142751.08
31844,Downtown,10007,5.1,1.8,3.7,Single Family,,35,11158,1180,5,2.0,2,8,7,7,1,3.0,1,399.0,0,0,0,Yes,Gas,Flat,Vinyl,30.0,Good,105,Spring,Short Sale,8.6,10.3,1239991.407394065
31845,Suburb_East,10014,2.9,1.7,7.7,Condo,1993.0,31,10967,1553,2,3.5,1,4,8,10,1,0.0,0,0.0,0,0,0,Yes,Gas,Mansard,Vinyl,15.0,Fair,5,Summer,Normal,6.0,5.3,272464.65
31846,Suburb_East,10007,10.5,3.1,1.6,Single Family,1992.0,32,6391,2676,4,3.0,1,6,2,5,1,2.0,1,909.0,0,0,0,Yes,Gas,Gable,Brick,1.0,Good,25,Summer,Normal,7.6,5.9,58962.27
31847,Suburb_North,10018,4.7,3.2,12.8,Single Family,,1,15477,525,1,3.0,2,4,7,5,1,1.0,1,124.0,0,1,2,Yes,Gas,Flat,Brick,3.0,Average,65,Winter,Normal,,2.0,102325.14
31848,Suburb_South,10011,10.1,1.8,2.4,Single Family,1989.0,35,19054,1754,4,1.0,2,7,3,6,0,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Wood,4.0,Good,20,Spring,Normal,4.5,3.1,68522.99
31849,Suburb_East,10014,6.7,3.3,5.9,Single Family,1985.0,39,8833,3163,4,3.0,1,7,2,6,1,2.0,0,0.0,0,0,0,No,Other,Mansard,Wood,,Good,47,Summer,Normal,8.3,3.7,113164.14
31850,Suburb_East,10015,18.5,3.7,6.7,Multi-family,1989.0,35,7476,4331,2,2.5,2,4,8,6,0,0.0,0,0.0,0,0,0,yes,Gas,Hip,Brick,10.0,Average,148,Fall,Normal,5.0,2.8,236128.79
31851,Suburb_East,10001,12.8,1.8,1.7,Single Family,1997.0,27,8216,1430,4,2.0,2,7,2,7,1,1.0,0,,0,0,0,Yes,Gas,Gable,Wood,,Average,95,Winter,Normal,6.8,1.7,61128.29
31852,Suburb_North,10019,4.4,2.2,2.7,Condo,1997.0,27,14687,1665,4,2.0,3,7,6,1,0,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,5.0,Fair,179,Summer,Normal,7.5,5.5,1029570.0004441875
31853,Downtown,10015,7.5,4.0,1.7,Multi-family,1997.0,27,21311,1673,4,2.0,2,7,10,8,1,2.0,1,19.0,0,1,1,Yes,Electric,Hip,Vinyl,5.0,Average,2,Spring,Normal,,5.8,445129.5
31854,Suburb_South,10000,12.9,1.3,2.7,Single Family,1970.0,54,5007,2119,5,3.0,3,8,10,6,0,0.0,1,525.0,1,0,0,Yes,Gas,Hip,Wood,7.0,Average,18,Spring,Normal,8.8,10.1,428842.9
31855,Downtown,10011,4.6,2.3,13.2,Single Family,1977.0,47,4192,1751,5,1.5,2,8,9,8,0,0.0,1,193.0,0,1,1,N,Gas,Hip,Stucco,5.0,Good,36,Summer,Normal,7.4,1.2,281049.6
31856,Suburb_West,10015,8.7,1.1,3.8,Condo,1981.0,43,9157,667,4,3.5,2,6,7,8,1,2.0,1,231.0,1,1,1,Yes,Gas,Hip,Brick,4.0,Fair,113,Summer,New,7.6,2.0,126481.59
31857,Suburb_South,10006,18.1,1.1,8.7,Townhouse,1935.0,89,12885,1037,3,2.5,2,5,9,5,1,3.0,1,167.0,0,0,0,Yes,Gas,Gable,Brick,23.0,Excellent,40,Spring,Normal,3.2,4.4,82884.51
31858,Suburb_West,10015,31.7,8.8,0.6,Condo,2015.0,9,9524,2141,3,2.0,2,5,6,7,1,,0,0.0,0,1,1,Yes,Gas,Gable,Stone,16.0,Good,41,Spring,Short Sale,2.8,6.0,309228.88
31859,suburban,10017,15.0,1.9,5.3,Single Family,1998.0,26,15737,1063,3,2.5,2,5,7,8,0,0.0,1,699.0,0,1,2,Yes,Electric,Hip,Brick,4.0,Good,19,Spring,Normal,9.6,5.4,177539.22
31860,Suburb_North,10005,4.7,3.3,3.8,Condo,2023.0,1,8878,1114,2,2.0,2,4,7,6,1,1.0,1,128.0,0,1,1,Yes,Gas,Gable,Wood,21.0,Average,56,Winter,Normal,,9.5,145884.03
31861,Suburb_West,10012,5.7,2.8,5.2,Single Family,1954.0,70,9662,3059,3,2.5,2,4,6,6,1,0.0,1,755.0,0,0,0,Yes,Gas,Hip,Wood,29.0,Average,1,Spring,Normal,5.1,2.0,154808.22
31862,Suburb_North,10000,27.5,1.8,4.1,Multi-family,1968.0,56,7541,2874,4,1.5,2,5,4,8,0,0.0,1,19.0,0,0,0,Yes,Gas,Gable,Vinyl,14.0,Fair,2,Fall,Normal,10.0,2.7,221108.34
31863,Suburb_East,10010,3.4,1.3,5.7,Single Family,1996.0,28,11734,2968,4,2.0,2,5,8,6,1,1.0,0,,0,0,0,Yes,Gas,Gable,Wood,3.0,Average,20,Fall,Short Sale,6.2,5.7,367994.63
31864,Downtown,10009,12.0,5.0,5.3,Single Family,1960.0,64,6512,1582,3,3.5,1,6,6,5,1,0.0,0,0.0,1,0,0,Yes,Gas,Gable,Brick,5.0,Average,111,Spring,New,3.4,5.3,137623.7
31865,Suburb_North,10013,9.7,2.7,3.1,Condo,1965.0,59,9762,2979,3,1.5,1,5,9,7,1,1.0,1,1439.0,0,1,1,Yes,Gas,Flat,Vinyl,11.0,Poor,13,Spring,Short Sale,9.9,1.0,344924.16
31866,Downtown,10002,16.5,0.5,4.9,Condo,,57,2915,1123,1,2.0,2,4,7,6,1,1.0,1,685.0,0,1,2,Yes,Gas,Gable,Brick,18.0,Fair,1,Spring,Normal,6.8,14.3,112649.57
31867,Suburb_East,10003,8.1,6.5,5.2,Single Family,1980.0,44,5224,1550,5,2.5,1,7,5,4,1,2.0,1,,0,1,1,Yes,Oil,Hip,Wood,2.0,Average,79,Fall,Normal,,8.0,83112.96
31868,Suburb_North,10003,4.4,1.6,4.7,Single Family,1953.0,71,10346,2193,4,3.5,2,6,7,6,1,2.0,1,685.0,1,1,1,No,Gas,Gable,Brick,0.0,Average,17,Summer,Short Sale,8.9,2.2,231237.09
31869,Rural,10017,2.1,4.5,15.7,Single Family,2014.0,10,21793,2058,3,3.5,2,5,8,4,1,0.0,1,1085.0,0,0,0,Yes,Gas,Hip,Vinyl,9.0,Average,86,Spring,Normal,10.0,12.1,123603.64
31870,Suburb_West,10007,6.9,4.8,4.9,Single Family,1936.0,88,41473,1602,4,3.0,2,6,6,8,1,1.0,0,0.0,1,1,2,Yes,Gas,Gable,Stucco,,Average,31,Spring,Normal,,4.7,132295.16
31871,Suburb_West,10002,3.5,1.9,3.6,Townhouse,1926.0,98,5155,1476,2,2.5,1,4,9,7,0,0.0,0,0.0,0,0,0,Yes,Electric,Gable,Brick,39.0,Good,72,Summer,Normal,4.7,2.9,101072.45
31872,Suburb_North,10018,4.6,2.5,6.7,Single Family,2000.0,24,1190,1528,4,2.0,1,5,7,6,1,2.0,1,1136.0,0,0,0,Yes,Gas,Flat,Wood,4.0,Good,199,Fall,Normal,7.0,2.4,205621.59
